,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
10,"Brick (Paul Newman) y Maggie (Elizabeth Taylor) forman un matrimonio que no pasa por sus mejores momentos: Brick se ha vuelto alcohólico y no quiere tener hijos con Maggie, aunque ésta lo desee. Luego, se trasladan a la gran mansión familiar para celebrar el cumpleaños del padre de Brick (Burl Ives), que está al borde de la muerte por una grave enfermedad. De todo esto se intentarán aprovechar otro de sus hijos, Gooper (Jack Carson), y la mujer de este: Mae (Madeleine Sherwood). El reencuentro de Brick con su padre provoca una serie de recuerdos y revelaciones tanto para el padre como para el hijo.",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,1.0,False
11,"La película comienza en Alemania en el año 1995, en el piso de Michael Berg (Ralph Fiennes), donde este se despide de la mujer con la que ha pasado la noche. Michael mira por la ventana y se abstrae mirando un tranvía que pasa y recordando un episodio de su adolescencia. Su ensoñación transporta la acción a la ciudad de Neustadt en el año 1958. Michael Berg (David Kross) es un joven de 15 años que cae enfermo de camino a casa y es rescatado por Hanna Schmitz (Kate Winslet), una mujer de 35 años que le ayuda a volver a casa. A Michael se le diagnostica escarlatina y se ve obligado a guardar reposo, aislado. Tras recuperarse, le lleva unas flores a Hanna para agradecerle su ayuda, y comienzan una apasionada aventura que dura todo el verano. Michael se escapa con frecuencia para reunirse clandestinamente con su amante, pero pronto sus reuniones incorporan algo más que sexo: Hannah le pide a Michael que le lea en voz alta, y él le lee las obras literarias que está estudiando en la escuela, tales como Emilia Galotti, la Odisea, La dama del perrito de Chéjov, Las aventuras de Huckleberry Finn y el cómic de Tintín Las siete bolas de cristal. ",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,0.5421344520122166,False
12,"En París, durante el reinado de Luis Felipe I, la joven Henriette Deluzy llega como institutriz de los hijos del Duque de Praslin y su esposa, la volátil y obsesiva Fanny Sebastiani. Es mal recibida por la duquesa, que se siente celosa de cualquiera que se encuentre cerca de su marido. La vengativa duquesa logra que sea despedida, mientras crece la atracción entre el duque y Henriette. La duquesa aparece muerta y ambos se convierten en los principales sospechosos del crimen.[1]​",4,4_amsterdam_reina_rey_castillo,"['amsterdam', 'reina', 'rey', 'castillo', 'maurice', 'trono', 'príncipe', 'princesa', 'torneo', 'ingleses']","A su regreso de las Cruzadas, el rey Ricardo Corazón de León (Norman Wooland) es apresado en Austria. Para su rescate es necesaria una elevada suma de dinero que su hermano Juan sin Tierra (Guy Rolfe) se niega a pagar, ya que así puede seguir usurpando el trono de Inglaterra. Entre los partidarios de Ricardo se encuentra el caballero sajón Wilfred de Ivanhoe (Robert Taylor), quien lucha por conseguir el rescate. Ivanhoe era hijo de Cedric el sajón (Finlay Currie), dirigente de la resistencia sajona frente a la dominación normanda. Pero éste había renegado de su hijo porque había marchado a las Cruzadas sin su autorización, abandonando temporalmente a Lady Rowena (Joan Fontaine), última descendiente de la realeza sajona. ",amsterdam - reina - rey - castillo - maurice - trono - príncipe - princesa - torneo - ingleses,0.571240248247745,False
13,"Cuento épico basado esencialmente en la vida del tío de Kazan, en el que aparecen actores casi desconocidos y donde el argumento se centra casi exclusivamente en el personaje interpretado por Stathis Giallelis, que tenía 22 años en la época del rodaje, y que aparece prácticamente en cada escena de la película de casi tres horas de duración. ",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,1.0,False
14,"En el sur de Estados Unidos, dos presos, el afrodescendiente Noah Cullen (Sidney Poitier) y el caucásico John ""Joker"" Jackson (Tony Curtis) son transportados en el autobús de la cárcel a su nueva prisión. El vehículo tiene un accidente y ambos aprovechan la oportunidad para escapar encadenados entre sí. A pesar del odio racista que ambos tienen, no tienen más opción que cooperar para escapar de sus perseguidores, ya que no son capaces de romper la cadena que los une.",2,2_policía_valjean_merrick_prisión,"['policía', 'valjean', 'merrick', 'prisión', 'cogburn', 'malcolm', 'stallworth', 'hospital', 'martin', 'hampton']","En el oeste de Texas, en junio de 1980, todo está desolado y es un país abierto. El investigador de homicidios Ed Tom Bell (Tommy Lee Jones) lamenta el aumento de la violencia en una región en la que, como su padre y su abuelo antes que él, se ha vinculado a la oficina del sheriff.",policía - valjean - merrick - prisión - cogburn - malcolm - stallworth - hospital - martin - hampton,1.0,False
15,"Jerry Maguire (Tom Cruise) es uno de los mejores hombres de SMI, una cotizada agencia dedicada a la promoción de deportistas. Su vida es perfecta hasta el día en el que se da cuenta de la importancia que tienen las personas sobre el dinero y por esa razón escribe una revaluación de propósitos donde expone la deshonestidad en los agentes deportivos en la agencia y el poco cuidado que tienen sobre sus clientes, entonces lo despiden, motivando en especial a una empleada de la agencia y que estaba obsesionada con él, por lo que decide irse con Jerry cuando es despedido y abandonado por todos sus amigos.",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,0.23728555000268883,False
16,"Elinor, Marianne y Margaret Dashwood, son tres hermanas del segundo matrimonio del señor Dashwood. Cuando este muere, deja toda la herencia al hijo de su primer matrimonio. Las Dashwood, se quedan un corto tiempo en la que era su casa, donde conocen a Edward Ferrars, cuñado de su hermanastro y de quien Elinor se enamora. Cuando se trasladan a una casa en el campo, Marianne se enamora de John Willoughby, que vive cerca de su nueva casa. Durante su estancia allí ella aprenderá a madurar acerca de los conceptos del amor.",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,1.0,False
17,"Lou Gehrig (Cooper) es un joven estudiante universitario cuya madre (Elsa Janssen) quiere que sea ingeniero. Pero él tiene un don para el béisbol. Un periodista (Brennan) avisa a un ojeador y Gehrig firma con el equipo de sus sueños: los Yanquis de Nueva York. Con la ayuda de su padre (Ludwig Stössel), intenta mantener su carrera en secreto para su madre.",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,0.3285059919218737,False
18,"Chico (Charles Farrell) trabaja limpiando las alcantarillas de París, soñando con ser ascendido y poder barrer las calles. Lamentándose de su destino, niega la existencia de Dios con el pretexto de su condición actual, lo que es escuchado por el padre Chevillon (Émile Chautard), quien al escuchar su queja, le regala dos medallas religiosas y le ofrece el trabajo de barrendero con el que sueña. Cerca de donde trabaja, vive Diane, una prostituta que vive en la miseria junto a su hermana Nana (Gladys Brockwell), la cual la golpea constantemente para que le dé dinero y satisfaga su alcoholismo. Después de que sus tíos aristócratas les ofrezcan una vida mejor si declaran que jamás han tenido una vida inmoral, Diane reconoce su vida de prostitución y los tíos las abandonan. Nana procede a golpear y dejar inconsciente a Diane, hasta que es salvada por Chico.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.48126648580738296,False
19,"La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.4405416019779217,True
20,El hijo de un humilde herrero es enviado a educarse a Londres gracias al dinero de un benefactor cuya identidad desconoce.[1]​,-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.18919896312448126,False
21,"En tiempos del inicio de la Primera Guerra Mundial, un adolescente llamado Albert Narracott (Jeremy Irvine) de Devon, Inglaterra, presencia el nacimiento de un potro purasangre de pelaje castaño y, posteriormente, observa con admiración el crecimiento del joven caballo, galopando por los campos al lado de su madre. Para gran consternación de su madre, Rose (Emily Watson), su padre Ted (Peter Mullan) compra el potro en la subasta, a pesar de un amigo que señala un caballo de tiro más adecuado para su granja. Deseando conservar su orgullo a pesar de su propietario Melasculo (David Thewlis), las ofertas de Ted van más alto para el potro. El alto costo del caballo (30 guineas) significa que es incapaz de pagar la renta a Lyons, que amenaza con tomar posesión de la finca si no recibe el dinero antes del otoño. Ted se compromete a cumplir el plazo fijado, sugiriendo que podría arar y plantar nabos en la parte baja del campo que está llena de rocas. Albert le pone el nombre de Joey a su caballo y dedica mucho tiempo a sus entrenamientos. El mejor amigo de Albert, Andrew Easton (Matt Milne), observa cómo este le enseña muchas cosas a su potro, una de ellas es que vaya cuando Albert imita el ruido de un búho ahuecando y soplando en las manos.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.17754506845502105,False
22,"El rascacielos más alto del mundo acaba de ser construido en San Francisco y se organiza una fiesta de inauguración con numerosos invitados en la sala de baile, situada en la planta más alta. De repente, un fallo en la instalación eléctrica provoca un incendio a media altura del rascacielos a causa de la corrupción de uno de los constructores, Roger Simmons, que ha utilizado una instalación de poca calidad para el rascacielos a espaldas de los demás. Adicionalmente, ese constructor también redujo las medidas de seguridad contra el fuego. Por ello el incendio se esparce de forma rápida por todos los lados.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.14101549765481536,False
